,Disease,Year,Month,Count
724,"Haemophilus influenzae, invasive disease, Age <5 years, Serotype b",2018,June,8
725,"Haemophilus influenzae, invasive disease, Age <5 years, Non-b serotype",2018,June,14
726,"Haemophilus influenzae, invasive disease, Age <5 years, Nontypeable",2018,June,23
727,"Haemophilus influenzae, invasive disease, Age <5 years, Unknown serotype",2018,June,14
728,Hansen's disease,2018,June,10
729,"Hantavirus infection, non-hantavirus pulmonary syndrome",2018,June,0
730,Hantavirus pulmonary syndrome,2018,June,2
731,Hemolytic uremic syndrome post-diarrheal,2018,June,45
732,"Hepatitis, A, acute",2018,June,"1,101"
733,"Hepatitis, B, acute",2018,June,316
734,"Hepatitis, B, perinatal infection",2018,June,0
735,"Hepatitis, C, acute",2018,June,428
736,"Hepatitis, C, acute, Confirmed",2018,June,344
737,"Hepatitis, C, acute, Probable",2018,June,84
738,"Hepatitis, C, perinatal infection",2018,June,22
739,Human immunodeficiency virus diagnoses,2018,June,"3,173"
740,Influenza-associated pediatric mortality,2018,June,4
741,"Invasive pneumococcal disease, All ages",2018,June,"1,340"
742,"Invasive pneumococcal disease, All ages, Confirmed",2018,June,"1,325"
743,"Invasive pneumococcal disease, All ages, Probable",2018,June,15
744,"Invasive pneumococcal disease, Age <5 years",2018,June,92
745,"Invasive pneumococcal disease, Age <5 years, Confirmed",2018,June,89
746,"Invasive pneumococcal disease, Age <5 years, Probable",2018,June,3
747,Legionellosis,2018,June,"1,233"
748,Leptospirosis,2018,June,10
749,Listeriosis,2018,June,86
750,"Lyme disease, Total",2018,June,"6,171"
751,"Lyme disease, Confirmed",2018,June,"4,424"
752,"Lyme disease, Probable",2018,June,"1,747"
753,Malaria,2018,June,223
754,"Measles, Total",2018,June,13
755,"Measles, Indigenous",2018,June,4
756,"Measles, Imported",2018,June,9
757,"Meningococcal disease, All serogroups",2018,June,21
758,"Meningococcal disease, Serogroups ACWY",2018,June,8
759,"Meningococcal disease, Serogroup B",2018,June,5
760,"Meningococcal disease, Other serogroups",2018,June,0
761,"Meningococcal disease, Unknown serogroup",2018,June,8
762,Mumps,2018,June,137
763,Novel Influenza A virus infections,2018,June,1
764,Paratyphoid fever,2018,June,12
765,Pertussis,2018,June,"1,509"
766,Plague,2018,June,1
767,"Poliomyelitis, paralytic",2018,June,0
768,"Poliovirus infection, nonparalytic",2018,June,0
769,Psittacosis,2018,June,2
770,"Q fever, Total",2018,June,20
771,"Q fever, Acute",2018,June,17
772,"Q fever, Chronic",2018,June,3
773,"Rabies, Animal",2018,June,418
774,"Rabies, Human",2018,June,0
775,Rubella,2018,June,0
776,"Rubella, congenital syndrome",2018,June,0
777,Salmonellosis (excluding paratyphoid fever and typhoid fever),2018,June,"6,710"
778,Severe acute respiratory syndrome-associated coronavirus disease,2018,June,0
779,Shiga toxin-producing Escherichia coli (STEC),2018,June,"2,164"
780,Shigellosis,2018,June,"1,588"
781,Smallpox,2018,June,0
782,"Spotted fever rickettsiosis, Total",2018,June,"1,338"
783,"Spotted fever rickettsiosis, Confirmed",2018,June,33
784,"Spotted fever rickettsiosis, Probable",2018,June,"1,305"
785,Streptococcal toxic shock syndrome,2018,June,34
786,"Syphilis, Total, all stages",2018,June,"10,756"
787,"Syphilis, Congenital",2018,June,105
788,"Syphilis, Primary and secondary",2018,June,"3,326"
789,Tetanus,2018,June,2
790,Toxic shock syndrome (other than Streptococcal),2018,June,4
791,Trichinellosis,2018,June,0
792,Tuberculosis,2018,June,817
793,Tularemia,2018,June,42
794,Typhoid fever,2018,June,24
795,Vancomycin-intermediate Staphylococcus aureus,2018,June,10
796,Vancomycin-resistant Staphylococcus aureus,2018,June,0
797,Varicella morbidity,2018,June,769
798,Varicella mortality,2018,June,1
799,"Vibriosis, Total",2018,June,324
800,"Vibriosis, Confirmed",2018,June,229
801,"Vibriosis, Probable",2018,June,95
802,"Viral hemorrhagic fevers, Crimean-Congo hemorrhagic fever virus",2018,June,0
803,"Viral hemorrhagic fevers, Ebola virus",2018,June,0
804,"Viral hemorrhagic fevers, Guanarito virus",2018,June,0
805,"Viral hemorrhagic fevers, Junin virus",2018,June,0
806,"Viral hemorrhagic fevers, Lassa virus",2018,June,0
807,"Viral hemorrhagic fevers, Lujo virus",2018,June,0
808,"Viral hemorrhagic fevers, Machupo virus",2018,June,0
809,"Viral hemorrhagic fevers, Marburg virus",2018,June,0
810,"Viral hemorrhagic fevers, Sabia virus",2018,June,0
811,Yellow fever,2018,June,0
812,"Zika virus, Zika virus disease, congenital",2018,June,0
813,"Zika virus, Zika virus disease, non-congenital",2018,June,3
814,"Zika virus, Zika virus infection, congenital",2018,June,0
815,"Zika virus, Zika virus infection, non-congenital",2018,June,14
816,Anthrax,2018,July,0
817,"Arboviral diseases, Chikungunya virus disease",2018,July,18
818,"Arboviral diseases, Eastern equine encephalitis virus disease, Neuroinvasive",2018,July,0
819,"Arboviral diseases, Eastern equine encephalitis virus disease, Non-neuroinvasive",2018,July,0
820,"Arboviral diseases, Jamestown Canyon  virus disease, Neuroinvasive",2018,July,5
821,"Arboviral diseases, Jamestown Canyon  virus disease, Non-neuroinvasive",2018,July,5
822,"Arboviral diseases, La Crosse  virus disease, Neuroinvasive",2018,July,17
823,"Arboviral diseases, La Crosse  virus disease, Non-neuroinvasive",2018,July,0
824,"Arboviral diseases, Powassan virus disease, Neuroinvasive",2018,July,6
825,"Arboviral diseases, Powassan virus disease, Non-neuroinvasive",2018,July,0
826,"Arboviral diseases, St. Louis encephalitis virus disease, Neuroinvasive",2018,July,0
827,"Arboviral diseases, St. Louis encephalitis virus disease, Non-neuroinvasive",2018,July,2
828,"Arboviral diseases, West Nile virus disease, Neuroinvasive",2018,July,146
829,"Arboviral diseases, West Nile virus disease, Non-neuroinvasive",2018,July,146
830,"Arboviral diseases, Western equine encephalitis virus disease, Neuroinvasive",2018,July,0
831,"Arboviral diseases, Western equine encephalitis virus disease, Non-neuroinvasive",2018,July,0
832,"Babesiosis, Total",2018,July,682
833,"Babesiosis, Confirmed",2018,July,601
834,"Babesiosis, Probable",2018,July,81
835,"Botulism, Total",2018,July,13
836,"Botulism, Foodborne",2018,July,3
837,"Botulism, Infant",2018,July,6
838,"Botulism, Other (wound & unspecified)",2018,July,4
839,Brucellosis,2018,July,10
840,Campylobacteriosis,2018,July,"7,607"
841,Chancroid,2018,July,0
842,Chlamydia trachomatis infection,2018,July,"131,200"
843,Cholera,2018,July,1
844,Coccidioidomycosis,2018,July,"1,197"
845,"Cryptosporidiosis, Total",2018,July,"1,452"
846,"Cryptosporidiosis, Confirmed",2018,July,"1,100"
847,"Cryptosporidiosis, Probable",2018,July,352
848,Cyclosporiasis,2018,July,"1,639"
849,"Dengue virus infections, Dengue",2018,July,49
850,"Dengue virus infections, Dengue-like illness",2018,July,2
851,"Dengue virus infections, Severe dengue",2018,July,1
852,Diphtheria,2018,July,0
853,"Ehrlichiosis and Anaplasmosis, Anaplasma phagocytophilum infection",2018,July,762
854,"Ehrlichiosis and Anaplasmosis, Ehrlichia chaffeensis infection",2018,July,376
855,"Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection",2018,July,13
856,"Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis",2018,July,54
857,Giardiasis,2018,July,"1,334"
858,Gonorrhea,2018,July,"45,523"
859,"Haemophilus influenzae, invasive disease, All ages, all serotypes",2018,July,365
860,"Haemophilus influenzae, invasive disease, Age <5 years, Serotype b",2018,July,1
861,"Haemophilus influenzae, invasive disease, Age <5 years, Non-b serotype",2018,July,13
862,"Haemophilus influenzae, invasive disease, Age <5 years, Nontypeable",2018,July,7
863,"Haemophilus influenzae, invasive disease, Age <5 years, Unknown serotype",2018,July,10
864,Hansen's disease,2018,July,4
865,"Hantavirus infection, non-hantavirus pulmonary syndrome",2018,July,0
866,Hantavirus pulmonary syndrome,2018,July,2
867,Hemolytic uremic syndrome post-diarrheal,2018,July,59
868,"Hepatitis, A, acute",2018,July,"1,011"
869,"Hepatitis, B, acute",2018,July,264
870,"Hepatitis, B, perinatal infection",2018,July,3
871,"Hepatitis, C, acute",2018,July,336
872,"Hepatitis, C, acute, Confirmed",2018,July,266
873,"Hepatitis, C, acute, Probable",2018,July,70
874,"Hepatitis, C, perinatal infection",2018,July,8
875,Human immunodeficiency virus diagnoses,2018,July,"3,176"
876,Influenza-associated pediatric mortality,2018,July,0
877,"Invasive pneumococcal disease, All ages",2018,July,741
878,"Invasive pneumococcal disease, All ages, Confirmed",2018,July,725
879,"Invasive pneumococcal disease, All ages, Probable",2018,July,16
880,"Invasive pneumococcal disease, Age <5 years",2018,July,36
881,"Invasive pneumococcal disease, Age <5 years, Confirmed",2018,July,32
882,"Invasive pneumococcal disease, Age <5 years, Probable",2018,July,4
883,Legionellosis,2018,July,"1,046"
884,Leptospirosis,2018,July,7
885,Listeriosis,2018,July,88
886,"Lyme disease, Total",2018,July,"6,782"
887,"Lyme disease, Confirmed",2018,July,"5,023"
888,"Lyme disease, Probable",2018,July,"1,759"
889,Malaria,2018,July,152
890,"Measles, Total",2018,July,13
891,"Measles, Indigenous",2018,July,7
892,"Measles, Imported",2018,July,6
893,"Meningococcal disease, All serogroups",2018,July,21
894,"Meningococcal disease, Serogroups ACWY",2018,July,7
895,"Meningococcal disease, Serogroup B",2018,July,8
896,"Meningococcal disease, Other serogroups",2018,July,0
897,"Meningococcal disease, Unknown serogroup",2018,July,6
898,Mumps,2018,July,100
899,Novel Influenza A virus infections,2018,July,0
900,Paratyphoid fever,2018,July,13
901,Pertussis,2018,July,"1,233"
902,Plague,2018,July,0
903,"Poliomyelitis, paralytic",2018,July,0
904,"Poliovirus infection, nonparalytic",2018,July,0
905,Psittacosis,2018,July,0
906,"Q fever, Total",2018,July,16
907,"Q fever, Acute",2018,July,13
908,"Q fever, Chronic",2018,July,3
909,"Rabies, Animal",2018,July,543
910,"Rabies, Human",2018,July,0
911,Rubella,2018,July,0
912,"Rubella, congenital syndrome",2018,July,0
913,Salmonellosis (excluding paratyphoid fever and typhoid fever),2018,July,"6,813"
914,Severe acute respiratory syndrome-associated coronavirus disease,2018,July,0
915,Shiga toxin-producing Escherichia coli (STEC),2018,July,"1,887"
916,Shigellosis,2018,July,"1,503"
917,Smallpox,2018,July,0
918,"Spotted fever rickettsiosis, Total",2018,July,929
919,"Spotted fever rickettsiosis, Confirmed",2018,July,19
920,"Spotted fever rickettsiosis, Probable",2018,July,910
921,Streptococcal toxic shock syndrome,2018,July,29
922,"Syphilis, Total, all stages",2018,July,"8,664"
923,"Syphilis, Congenital",2018,July,115
924,"Syphilis, Primary and secondary",2018,July,"2,767"
925,Tetanus,2018,July,1
926,Toxic shock syndrome (other than Streptococcal),2018,July,2
927,Trichinellosis,2018,July,0
928,Tuberculosis,2018,July,717
929,Tularemia,2018,July,54
930,Typhoid fever,2018,July,28
931,Vancomycin-intermediate Staphylococcus aureus,2018,July,7
932,Vancomycin-resistant Staphylococcus aureus,2018,July,0
933,Varicella morbidity,2018,July,493
934,Varicella mortality,2018,July,1
935,"Vibriosis, Total",2018,July,400
936,"Vibriosis, Confirmed",2018,July,275
937,"Vibriosis, Probable",2018,July,125
938,"Viral hemorrhagic fevers, Crimean-Congo hemorrhagic fever virus",2018,July,0
939,"Viral hemorrhagic fevers, Ebola virus",2018,July,0
940,"Viral hemorrhagic fevers, Guanarito virus",2018,July,0
941,"Viral hemorrhagic fevers, Junin virus",2018,July,0
942,"Viral hemorrhagic fevers, Lassa virus",2018,July,0
943,"Viral hemorrhagic fevers, Lujo virus",2018,July,0
944,"Viral hemorrhagic fevers, Machupo virus",2018,July,0
945,"Viral hemorrhagic fevers, Marburg virus",2018,July,0
946,"Viral hemorrhagic fevers, Sabia virus",2018,July,0
947,Yellow fever,2018,July,0
948,"Zika virus, Zika virus disease, congenital",2018,July,0
949,"Zika virus, Zika virus disease, non-congenital",2018,July,11
950,"Zika virus, Zika virus infection, congenital",2018,July,0
951,"Zika virus, Zika virus infection, non-congenital",2018,July,14
952,Anthrax,2018,Aug.,0
953,"Arboviral diseases, Chikungunya virus disease",2018,Aug.,17
954,"Arboviral diseases, Eastern equine encephalitis virus disease, Neuroinvasive",2018,Aug.,2
955,"Arboviral diseases, Eastern equine encephalitis virus disease, Non-neuroinvasive",2018,Aug.,0
956,"Arboviral diseases, Jamestown Canyon  virus disease, Neuroinvasive",2018,Aug.,4
957,"Arboviral diseases, Jamestown Canyon  virus disease, Non-neuroinvasive",2018,Aug.,1
958,"Arboviral diseases, La Crosse  virus disease, Neuroinvasive",2018,Aug.,24
959,"Arboviral diseases, La Crosse  virus disease, Non-neuroinvasive",2018,Aug.,0
960,"Arboviral diseases, Powassan virus disease, Neuroinvasive",2018,Aug.,0
961,"Arboviral diseases, Powassan virus disease, Non-neuroinvasive",2018,Aug.,0
962,"Arboviral diseases, St. Louis encephalitis virus disease, Neuroinvasive",2018,Aug.,1
963,"Arboviral diseases, St. Louis encephalitis virus disease, Non-neuroinvasive",2018,Aug.,0
964,"Arboviral diseases, West Nile virus disease, Neuroinvasive",2018,Aug.,546
965,"Arboviral diseases, West Nile virus disease, Non-neuroinvasive",2018,Aug.,354
966,"Arboviral diseases, Western equine encephalitis virus disease, Neuroinvasive",2018,Aug.,0
967,"Arboviral diseases, Western equine encephalitis virus disease, Non-neuroinvasive",2018,Aug.,0
968,"Babesiosis, Total",2018,Aug.,412
969,"Babesiosis, Confirmed",2018,Aug.,372
970,"Babesiosis, Probable",2018,Aug.,40
971,"Botulism, Total",2018,Aug.,16
972,"Botulism, Foodborne",2018,Aug.,0
973,"Botulism, Infant",2018,Aug.,12
974,"Botulism, Other (wound & unspecified)",2018,Aug.,4
975,Brucellosis,2018,Aug.,12
976,Campylobacteriosis,2018,Aug.,"6,864"
977,Chancroid,2018,Aug.,1
978,Chlamydia trachomatis infection,2018,Aug.,"144,821"
979,Cholera,2018,Aug.,0
980,Coccidioidomycosis,2018,Aug.,"1,160"
981,"Cryptosporidiosis, Total",2018,Aug.,"1,768"
982,"Cryptosporidiosis, Confirmed",2018,Aug.,"1,316"
983,"Cryptosporidiosis, Probable",2018,Aug.,452
984,Cyclosporiasis,2018,Aug.,325
985,"Dengue virus infections, Dengue",2018,Aug.,56
986,"Dengue virus infections, Dengue-like illness",2018,Aug.,6
987,"Dengue virus infections, Severe dengue",2018,Aug.,0
988,Diphtheria,2018,Aug.,0
989,"Ehrlichiosis and Anaplasmosis, Anaplasma phagocytophilum infection",2018,Aug.,424
990,"Ehrlichiosis and Anaplasmosis, Ehrlichia chaffeensis infection",2018,Aug.,227
991,"Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection",2018,Aug.,3
992,"Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis",2018,Aug.,31
993,Giardiasis,2018,Aug.,"1,638"
994,Gonorrhea,2018,Aug.,"48,239"
995,"Haemophilus influenzae, invasive disease, All ages, all serotypes",2018,Aug.,299
996,"Haemophilus influenzae, invasive disease, Age <5 years, Serotype b",2018,Aug.,2
997,"Haemophilus influenzae, invasive disease, Age <5 years, Non-b serotype",2018,Aug.,5
998,"Haemophilus influenzae, invasive disease, Age <5 years, Nontypeable",2018,Aug.,13
999,"Haemophilus influenzae, invasive disease, Age <5 years, Unknown serotype",2018,Aug.,9
1000,Hansen's disease,2018,Aug.,19
1001,"Hantavirus infection, non-hantavirus pulmonary syndrome",2018,Aug.,2
1002,Hantavirus pulmonary syndrome,2018,Aug.,1
1003,Hemolytic uremic syndrome post-diarrheal,2018,Aug.,34
1004,"Hepatitis, A, acute",2018,Aug.,"1,228"
1005,"Hepatitis, B, acute",2018,Aug.,256
1006,"Hepatitis, B, perinatal infection",2018,Aug.,3
1007,"Hepatitis, C, acute",2018,Aug.,373
1008,"Hepatitis, C, acute, Confirmed",2018,Aug.,269
1009,"Hepatitis, C, acute, Probable",2018,Aug.,104
1010,"Hepatitis, C, perinatal infection",2018,Aug.,9
1011,Human immunodeficiency virus diagnoses,2018,Aug.,"3,264"
1012,Influenza-associated pediatric mortality,2018,Aug.,2
1013,"Invasive pneumococcal disease, All ages",2018,Aug.,621
1014,"Invasive pneumococcal disease, All ages, Confirmed",2018,Aug.,611
1015,"Invasive pneumococcal disease, All ages, Probable",2018,Aug.,10
1016,"Invasive pneumococcal disease, Age <5 years",2018,Aug.,37
1017,"Invasive pneumococcal disease, Age <5 years, Confirmed",2018,Aug.,35
1018,"Invasive pneumococcal disease, Age <5 years, Probable",2018,Aug.,2
1019,Legionellosis,2018,Aug.,"1,311"
1020,Leptospirosis,2018,Aug.,7
1021,Listeriosis,2018,Aug.,119
1022,"Lyme disease, Total",2018,Aug.,"4,549"
1023,"Lyme disease, Confirmed",2018,Aug.,"3,296"
1024,"Lyme disease, Probable",2018,Aug.,"1,253"
1025,Malaria,2018,Aug.,197
1026,"Measles, Total",2018,Aug.,12
1027,"Measles, Indigenous",2018,Aug.,8
1028,"Measles, Imported",2018,Aug.,4
1029,"Meningococcal disease, All serogroups",2018,Aug.,14
1030,"Meningococcal disease, Serogroups ACWY",2018,Aug.,3
1031,"Meningococcal disease, Serogroup B",2018,Aug.,5
1032,"Meningococcal disease, Other serogroups",2018,Aug.,0
1033,"Meningococcal disease, Unknown serogroup",2018,Aug.,6
1034,Mumps,2018,Aug.,127
1035,Novel Influenza A virus infections,2018,Aug.,13
1036,Paratyphoid fever,2018,Aug.,11
1037,Pertussis,2018,Aug.,"1,114"
1038,Plague,2018,Aug.,0
1039,"Poliomyelitis, paralytic",2018,Aug.,0
1040,"Poliovirus infection, nonparalytic",2018,Aug.,0
1041,Psittacosis,2018,Aug.,1
1042,"Q fever, Total",2018,Aug.,20
1043,"Q fever, Acute",2018,Aug.,18
1044,"Q fever, Chronic",2018,Aug.,2
1045,"Rabies, Animal",2018,Aug.,728
1046,"Rabies, Human",2018,Aug.,0
1047,Rubella,2018,Aug.,0
1048,"Rubella, congenital syndrome",2018,Aug.,0
1049,Salmonellosis (excluding paratyphoid fever and typhoid fever),2018,Aug.,"7,345"
1050,Severe acute respiratory syndrome-associated coronavirus disease,2018,Aug.,0
1051,Shiga toxin-producing Escherichia coli (STEC),2018,Aug.,"1,867"
1052,Shigellosis,2018,Aug.,"1,643"
1053,Smallpox,2018,Aug.,0
1054,"Spotted fever rickettsiosis, Total",2018,Aug.,742
1055,"Spotted fever rickettsiosis, Confirmed",2018,Aug.,13
1056,"Spotted fever rickettsiosis, Probable",2018,Aug.,729
1057,Streptococcal toxic shock syndrome,2018,Aug.,18
1058,"Syphilis, Total, all stages",2018,Aug.,"9,113"
1059,"Syphilis, Congenital",2018,Aug.,112
1060,"Syphilis, Primary and secondary",2018,Aug.,"2,736"
1061,Tetanus,2018,Aug.,5
1062,Toxic shock syndrome (other than Streptococcal),2018,Aug.,2
1063,Trichinellosis,2018,Aug.,0
1064,Tuberculosis,2018,Aug.,853
1065,Tularemia,2018,Aug.,32
1066,Typhoid fever,2018,Aug.,43
1067,Vancomycin-intermediate Staphylococcus aureus,2018,Aug.,2
1068,Vancomycin-resistant Staphylococcus aureus,2018,Aug.,0
1069,Varicella morbidity,2018,Aug.,506
1070,Varicella mortality,2018,Aug.,0
1071,"Vibriosis, Total",2018,Aug.,507
1072,"Vibriosis, Confirmed",2018,Aug.,355
1073,"Vibriosis, Probable",2018,Aug.,152
1074,"Viral hemorrhagic fevers, Crimean-Congo hemorrhagic fever virus",2018,Aug.,0
1075,"Viral hemorrhagic fevers, Ebola virus",2018,Aug.,0
1076,"Viral hemorrhagic fevers, Guanarito virus",2018,Aug.,0
1077,"Viral hemorrhagic fevers, Junin virus",2018,Aug.,0
1078,"Viral hemorrhagic fevers, Lassa virus",2018,Aug.,0
1079,"Viral hemorrhagic fevers, Lujo virus",2018,Aug.,0
1080,"Viral hemorrhagic fevers, Machupo virus",2018,Aug.,0
1081,"Viral hemorrhagic fevers, Marburg virus",2018,Aug.,0
1082,"Viral hemorrhagic fevers, Sabia virus",2018,Aug.,0
1083,Yellow fever,2018,Aug.,0
1084,"Zika virus, Zika virus disease, congenital",2018,Aug.,1
1085,"Zika virus, Zika virus disease, non-congenital",2018,Aug.,10
1086,"Zika virus, Zika virus infection, congenital",2018,Aug.,0
1087,"Zika virus, Zika virus infection, non-congenital",2018,Aug.,14
1088,Anthrax,2018,Sept.,1
1089,"Arboviral diseases, Chikungunya virus disease",2018,Sept.,13
1090,"Arboviral diseases, Eastern equine encephalitis virus disease, Neuroinvasive",2018,Sept.,1
1091,"Arboviral diseases, Eastern equine encephalitis virus disease, Non-neuroinvasive",2018,Sept.,0
1092,"Arboviral diseases, Jamestown Canyon  virus disease, Neuroinvasive",2018,Sept.,6
1093,"Arboviral diseases, Jamestown Canyon  virus disease, Non-neuroinvasive",2018,Sept.,4
1094,"Arboviral diseases, La Crosse  virus disease, Neuroinvasive",2018,Sept.,21
1095,"Arboviral diseases, La Crosse  virus disease, Non-neuroinvasive",2018,Sept.,2
1096,"Arboviral diseases, Powassan virus disease, Neuroinvasive",2018,Sept.,1
1097,"Arboviral diseases, Powassan virus disease, Non-neuroinvasive",2018,Sept.,0
1098,"Arboviral diseases, St. Louis encephalitis virus disease, Neuroinvasive",2018,Sept.,1
1099,"Arboviral diseases, St. Louis encephalitis virus disease, Non-neuroinvasive",2018,Sept.,0
1100,"Arboviral diseases, West Nile virus disease, Neuroinvasive",2018,Sept.,710
1101,"Arboviral diseases, West Nile virus disease, Non-neuroinvasive",2018,Sept.,406
1102,"Arboviral diseases, Western equine encephalitis virus disease, Neuroinvasive",2018,Sept.,0
1103,"Arboviral diseases, Western equine encephalitis virus disease, Non-neuroinvasive",2018,Sept.,0
1104,"Babesiosis, Total",2018,Sept.,222
1105,"Babesiosis, Confirmed",2018,Sept.,184
1106,"Babesiosis, Probable",2018,Sept.,38
1107,"Botulism, Total",2018,Sept.,22
1108,"Botulism, Foodborne",2018,Sept.,1
1109,"Botulism, Infant",2018,Sept.,11
1110,"Botulism, Other (wound & unspecified)",2018,Sept.,10
1111,Brucellosis,2018,Sept.,14
1112,Campylobacteriosis,2018,Sept.,"7,124"
1113,Chancroid,2018,Sept.,0
1114,Chlamydia trachomatis infection,2018,Sept.,"176,966"
1115,Cholera,2018,Sept.,4
1116,Coccidioidomycosis,2018,Sept.,"1,354"
1117,"Cryptosporidiosis, Total",2018,Sept.,"1,774"
1118,"Cryptosporidiosis, Confirmed",2018,Sept.,"1,351"
1119,"Cryptosporidiosis, Probable",2018,Sept.,423
1120,Cyclosporiasis,2018,Sept.,113
1121,"Dengue virus infections, Dengue",2018,Sept.,47
1122,"Dengue virus infections, Dengue-like illness",2018,Sept.,8
1123,"Dengue virus infections, Severe dengue",2018,Sept.,2
1124,Diphtheria,2018,Sept.,0
1125,"Ehrlichiosis and Anaplasmosis, Anaplasma phagocytophilum infection",2018,Sept.,378
1126,"Ehrlichiosis and Anaplasmosis, Ehrlichia chaffeensis infection",2018,Sept.,211
1127,"Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection",2018,Sept.,4
1128,"Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis",2018,Sept.,30
1129,Giardiasis,2018,Sept.,"1,974"
1130,Gonorrhea,2018,Sept.,"60,385"
1131,"Haemophilus influenzae, invasive disease, All ages, all serotypes",2018,Sept.,428
1132,"Haemophilus influenzae, invasive disease, Age <5 years, Serotype b",2018,Sept.,2
1133,"Haemophilus influenzae, invasive disease, Age <5 years, Non-b serotype",2018,Sept.,15
1134,"Haemophilus influenzae, invasive disease, Age <5 years, Nontypeable",2018,Sept.,17
1135,"Haemophilus influenzae, invasive disease, Age <5 years, Unknown serotype",2018,Sept.,13
1136,Hansen's disease,2018,Sept.,6
1137,"Hantavirus infection, non-hantavirus pulmonary syndrome",2018,Sept.,0
1138,Hantavirus pulmonary syndrome,2018,Sept.,3
1139,Hemolytic uremic syndrome post-diarrheal,2018,Sept.,56
1140,"Hepatitis, A, acute",2018,Sept.,"1,702"
1141,"Hepatitis, B, acute",2018,Sept.,339
1142,"Hepatitis, B, perinatal infection",2018,Sept.,0
1143,"Hepatitis, C, acute",2018,Sept.,544
1144,"Hepatitis, C, acute, Confirmed",2018,Sept.,333
1145,"Hepatitis, C, acute, Probable",2018,Sept.,211
1146,"Hepatitis, C, perinatal infection",2018,Sept.,22
1147,Human immunodeficiency virus diagnoses,2018,Sept.,"2,734"
1148,Influenza-associated pediatric mortality,2018,Sept.,1
1149,"Invasive pneumococcal disease, All ages",2018,Sept.,993
1150,"Invasive pneumococcal disease, All ages, Confirmed",2018,Sept.,981
1151,"Invasive pneumococcal disease, All ages, Probable",2018,Sept.,12
1152,"Invasive pneumococcal disease, Age <5 years",2018,Sept.,78
1153,"Invasive pneumococcal disease, Age <5 years, Confirmed",2018,Sept.,77
1154,"Invasive pneumococcal disease, Age <5 years, Probable",2018,Sept.,1
1155,Legionellosis,2018,Sept.,"1,664"
1156,Leptospirosis,2018,Sept.,24
1157,Listeriosis,2018,Sept.,108
1158,"Lyme disease, Total",2018,Sept.,"3,330"
1159,"Lyme disease, Confirmed",2018,Sept.,"2,329"
1160,"Lyme disease, Probable",2018,Sept.,"1,001"
1161,Malaria,2018,Sept.,240
1162,"Measles, Total",2018,Sept.,9
1163,"Measles, Indigenous",2018,Sept.,5
1164,"Measles, Imported",2018,Sept.,4
1165,"Meningococcal disease, All serogroups",2018,Sept.,21
1166,"Meningococcal disease, Serogroups ACWY",2018,Sept.,5
1167,"Meningococcal disease, Serogroup B",2018,Sept.,6
1168,"Meningococcal disease, Other serogroups",2018,Sept.,4
1169,"Meningococcal disease, Unknown serogroup",2018,Sept.,6
1170,Mumps,2018,Sept.,128
1171,Novel Influenza A virus infections,2018,Sept.,0
1172,Paratyphoid fever,2018,Sept.,17
1173,Pertussis,2018,Sept.,"1,322"
1174,Plague,2018,Sept.,0
1175,"Poliomyelitis, paralytic",2018,Sept.,0
1176,"Poliovirus infection, nonparalytic",2018,Sept.,0
1177,Psittacosis,2018,Sept.,9
1178,"Q fever, Total",2018,Sept.,18
1179,"Q fever, Acute",2018,Sept.,16
1180,"Q fever, Chronic",2018,Sept.,2
1181,"Rabies, Animal",2018,Sept.,566
1182,"Rabies, Human",2018,Sept.,1
1183,Rubella,2018,Sept.,0
1184,"Rubella, congenital syndrome",2018,Sept.,0
1185,Salmonellosis (excluding paratyphoid fever and typhoid fever),2018,Sept.,"9,233"
1186,Severe acute respiratory syndrome-associated coronavirus disease,2018,Sept.,0
1187,Shiga toxin-producing Escherichia coli (STEC),2018,Sept.,"1,744"
1188,Shigellosis,2018,Sept.,"1,719"
1189,Smallpox,2018,Sept.,0
1190,"Spotted fever rickettsiosis, Total",2018,Sept.,766
1191,"Spotted fever rickettsiosis, Confirmed",2018,Sept.,16
1192,"Spotted fever rickettsiosis, Probable",2018,Sept.,750
1193,Streptococcal toxic shock syndrome,2018,Sept.,14
1194,"Syphilis, Total, all stages",2018,Sept.,"11,591"
1195,"Syphilis, Congenital",2018,Sept.,136
1196,"Syphilis, Primary and secondary",2018,Sept.,"3,700"
1197,Tetanus,2018,Sept.,1
1198,Toxic shock syndrome (other than Streptococcal),2018,Sept.,2
1199,Trichinellosis,2018,Sept.,0
1200,Tuberculosis,2018,Sept.,636
1201,Tularemia,2018,Sept.,15
1202,Typhoid fever,2018,Sept.,61
1203,Vancomycin-intermediate Staphylococcus aureus,2018,Sept.,6
1204,Vancomycin-resistant Staphylococcus aureus,2018,Sept.,0
1205,Varicella morbidity,2018,Sept.,824
1206,Varicella mortality,2018,Sept.,0
1207,"Vibriosis, Total",2018,Sept.,389
1208,"Vibriosis, Confirmed",2018,Sept.,240
1209,"Vibriosis, Probable",2018,Sept.,149
