Disease,Year,Month,ym,Numerical_Month,Count
Pertussis,2017,Dec.,23,12,2979.0
Pertussis,2017,Feb.,13,2,1113.0
Pertussis,2017,Jan.,12,1,1137.0
Pertussis,2017,July,18,7,1961.0
Pertussis,2017,June,17,6,1500.0
Pertussis,2017,Mar.,14,3,1190.0
Pertussis,2017,May,16,5,1670.0
Pertussis,2017,Nov.,22,11,1637.0
Pertussis,2017,Oct.,21,10,1132.0
Pertussis,2017,Sept.,20,9,1496.0
Pertussis,2018,Apr.,27,4,1100.0
Pertussis,2018,Aug.,31,8,1114.0
Pertussis,2018,Dec.,35,12,2452.0
Pertussis,2018,Feb.,25,2,988.0
Pertussis,2018,Jan.,24,1,1013.0
Pertussis,2018,July,30,7,1233.0
Pertussis,2018,June,29,6,1509.0
Pertussis,2018,Mar.,26,3,1219.0
Pertussis,2018,May,28,5,1294.0
Pertussis,2018,Nov.,34,11,1280.0
Pertussis,2018,Oct.,33,10,1085.0
Pertussis,2018,Sept.,32,9,1322.0
Plague,2016,Apr.,3,4,0.0
Plague,2016,Aug.,7,8,1.0
Plague,2016,Dec.,11,12,0.0
Plague,2016,Feb.,1,2,0.0
Plague,2016,Jan.,0,1,0.0
Plague,2016,July,6,7,1.0
Plague,2016,June,5,6,1.0
Plague,2016,Mar.,2,3,0.0
Plague,2016,May,4,5,0.0
Plague,2016,Nov.,10,11,0.0
Plague,2016,Oct.,9,10,0.0
Plague,2016,Sept.,8,9,1.0
Plague,2017,Apr.,15,4,1.0
Plague,2017,Aug.,19,8,0.0
Plague,2017,Dec.,23,12,0.0
Plague,2017,Feb.,13,2,0.0
Plague,2017,Jan.,12,1,0.0
Plague,2017,July,18,7,1.0
Plague,2017,June,17,6,2.0
Plague,2017,Mar.,14,3,0.0
Plague,2017,May,16,5,1.0
Plague,2017,Nov.,22,11,0.0
Plague,2017,Oct.,21,10,0.0
Plague,2017,Sept.,20,9,0.0
Plague,2018,Apr.,27,4,0.0
Plague,2018,Aug.,31,8,0.0
Plague,2018,Dec.,35,12,0.0
Plague,2018,Feb.,25,2,0.0
Plague,2018,Jan.,24,1,0.0
Plague,2018,July,30,7,0.0
Plague,2018,June,29,6,1.0
Plague,2018,Mar.,26,3,0.0
Plague,2018,May,28,5,0.0
Plague,2018,Nov.,34,11,0.0
Plague,2018,Oct.,33,10,0.0
Plague,2018,Sept.,32,9,0.0
Poliomyelitis,2016,Apr.,3,4,0.0
Poliomyelitis,2016,Aug.,7,8,0.0
Poliomyelitis,2016,Dec.,11,12,0.0
Poliomyelitis,2016,Feb.,1,2,0.0
Poliomyelitis,2016,Jan.,0,1,0.0
Poliomyelitis,2016,July,6,7,0.0
Poliomyelitis,2016,June,5,6,0.0
Poliomyelitis,2016,Mar.,2,3,0.0
Poliomyelitis,2016,May,4,5,0.0
Poliomyelitis,2016,Nov.,10,11,0.0
Poliomyelitis,2016,Oct.,9,10,0.0
Poliomyelitis,2016,Sept.,8,9,0.0
Poliomyelitis,2017,Apr.,15,4,0.0
Poliomyelitis,2017,Aug.,19,8,0.0
Poliomyelitis,2017,Dec.,23,12,0.0
Poliomyelitis,2017,Feb.,13,2,0.0
Poliomyelitis,2017,Jan.,12,1,0.0
Poliomyelitis,2017,July,18,7,0.0
Poliomyelitis,2017,June,17,6,0.0
Poliomyelitis,2017,Mar.,14,3,0.0
Poliomyelitis,2017,May,16,5,0.0
Poliomyelitis,2017,Nov.,22,11,0.0
Poliomyelitis,2017,Oct.,21,10,0.0
Poliomyelitis,2017,Sept.,20,9,0.0
Poliomyelitis,2018,Apr.,27,4,0.0
Poliomyelitis,2018,Aug.,31,8,0.0
Poliomyelitis,2018,Dec.,35,12,0.0
Poliomyelitis,2018,Feb.,25,2,0.0
Poliomyelitis,2018,Jan.,24,1,0.0
Poliomyelitis,2018,July,30,7,0.0
Poliomyelitis,2018,June,29,6,0.0
Poliomyelitis,2018,Mar.,26,3,0.0
Poliomyelitis,2018,May,28,5,0.0
Poliomyelitis,2018,Nov.,34,11,0.0
Poliomyelitis,2018,Oct.,33,10,0.0
Poliomyelitis,2018,Sept.,32,9,0.0
Poliovirus infection,2016,Apr.,3,4,0.0
Poliovirus infection,2016,Aug.,7,8,0.0
Poliovirus infection,2016,Dec.,11,12,0.0
Poliovirus infection,2016,Feb.,1,2,0.0
Poliovirus infection,2016,Jan.,0,1,0.0
Poliovirus infection,2016,July,6,7,0.0
Poliovirus infection,2016,June,5,6,0.0
Poliovirus infection,2016,Mar.,2,3,0.0
Poliovirus infection,2016,May,4,5,0.0
Poliovirus infection,2016,Nov.,10,11,0.0
Poliovirus infection,2016,Oct.,9,10,0.0
Poliovirus infection,2016,Sept.,8,9,0.0
Poliovirus infection,2017,Apr.,15,4,0.0
Poliovirus infection,2017,Aug.,19,8,0.0
Poliovirus infection,2017,Dec.,23,12,0.0
Poliovirus infection,2017,Feb.,13,2,0.0
Poliovirus infection,2017,Jan.,12,1,0.0
Poliovirus infection,2017,July,18,7,0.0
Poliovirus infection,2017,June,17,6,0.0
Poliovirus infection,2017,Mar.,14,3,0.0
Poliovirus infection,2017,May,16,5,0.0
Poliovirus infection,2017,Nov.,22,11,0.0
Poliovirus infection,2017,Oct.,21,10,0.0
Poliovirus infection,2017,Sept.,20,9,0.0
Poliovirus infection,2018,Apr.,27,4,0.0
Poliovirus infection,2018,Aug.,31,8,0.0
Poliovirus infection,2018,Dec.,35,12,0.0
Poliovirus infection,2018,Feb.,25,2,0.0
Poliovirus infection,2018,Jan.,24,1,0.0
Poliovirus infection,2018,July,30,7,0.0
Poliovirus infection,2018,June,29,6,0.0
Poliovirus infection,2018,Mar.,26,3,0.0
Poliovirus infection,2018,May,28,5,0.0
Poliovirus infection,2018,Nov.,34,11,0.0
Poliovirus infection,2018,Oct.,33,10,0.0
Poliovirus infection,2018,Sept.,32,9,0.0
Powassan virus,2016,Apr.,3,4,2.0
Powassan virus,2016,Aug.,7,8,0.0
Powassan virus,2016,Dec.,11,12,4.0
Powassan virus,2016,Feb.,1,2,0.0
Powassan virus,2016,Jan.,0,1,0.0
Powassan virus,2016,July,6,7,2.0
Powassan virus,2016,June,5,6,2.0
Powassan virus,2016,Mar.,2,3,0.0
Powassan virus,2016,May,4,5,1.0
Powassan virus,2016,Nov.,10,11,5.0
Powassan virus,2016,Oct.,9,10,4.0
Powassan virus,2016,Sept.,8,9,2.0
Powassan virus,2017,Apr.,15,4,1.0
Powassan virus,2017,Aug.,19,8,1.0
Powassan virus,2017,Dec.,23,12,3.0
Powassan virus,2017,Feb.,13,2,0.0
Powassan virus,2017,Jan.,12,1,0.0
Powassan virus,2017,July,18,7,7.0
Powassan virus,2017,June,17,6,8.0
Powassan virus,2017,Mar.,14,3,0.0
Powassan virus,2017,May,16,5,9.0
Powassan virus,2017,Nov.,22,11,2.0
Powassan virus,2017,Oct.,21,10,2.0
Powassan virus,2017,Sept.,20,9,1.0
Powassan virus,2018,Apr.,27,4,1.0
Powassan virus,2018,Aug.,31,8,0.0
Powassan virus,2018,Dec.,35,12,1.0
Powassan virus,2018,Feb.,25,2,0.0
Powassan virus,2018,Jan.,24,1,0.0
Powassan virus,2018,July,30,7,6.0
Powassan virus,2018,June,29,6,5.0
Powassan virus,2018,Mar.,26,3,1.0
Powassan virus,2018,May,28,5,2.0
Powassan virus,2018,Nov.,34,11,2.0
Powassan virus,2018,Oct.,33,10,2.0
Powassan virus,2018,Sept.,32,9,1.0
Psittacosis,2016,Apr.,3,4,0.0
Psittacosis,2016,Aug.,7,8,1.0
Psittacosis,2016,Dec.,11,12,0.0
Psittacosis,2016,Feb.,1,2,1.0
Psittacosis,2016,Jan.,0,1,0.0
Psittacosis,2016,July,6,7,1.0
Psittacosis,2016,June,5,6,2.0
Psittacosis,2016,Mar.,2,3,2.0
Psittacosis,2016,May,4,5,0.0
Psittacosis,2016,Nov.,10,11,1.0
Psittacosis,2016,Oct.,9,10,1.0
Psittacosis,2016,Sept.,8,9,3.0
Psittacosis,2017,Apr.,15,4,0.0
Psittacosis,2017,Aug.,19,8,0.0
Psittacosis,2017,Dec.,23,12,0.0
Psittacosis,2017,Feb.,13,2,0.0
Psittacosis,2017,Jan.,12,1,1.0
Psittacosis,2017,July,18,7,0.0
Psittacosis,2017,June,17,6,0.0
Psittacosis,2017,Mar.,14,3,1.0
Psittacosis,2017,May,16,5,1.0
Psittacosis,2017,Nov.,22,11,1.0
Psittacosis,2017,Oct.,21,10,0.0
Psittacosis,2017,Sept.,20,9,1.0
Psittacosis,2018,Apr.,27,4,1.0
Psittacosis,2018,Aug.,31,8,1.0
Psittacosis,2018,Dec.,35,12,2.0
Psittacosis,2018,Feb.,25,2,0.0
Psittacosis,2018,Jan.,24,1,0.0
Psittacosis,2018,July,30,7,0.0
Psittacosis,2018,June,29,6,2.0
Psittacosis,2018,Mar.,26,3,3.0
Psittacosis,2018,May,28,5,0.0
Psittacosis,2018,Nov.,34,11,1.0
Psittacosis,2018,Oct.,33,10,3.0
Psittacosis,2018,Sept.,32,9,9.0
Q fever,2016,Apr.,3,4,15.0
Q fever,2016,Aug.,7,8,10.0
Q fever,2016,Dec.,11,12,19.0
Q fever,2016,Feb.,1,2,7.0
Q fever,2016,Jan.,0,1,3.0
Q fever,2016,July,6,7,27.0
Q fever,2016,June,5,6,12.0
Q fever,2016,Mar.,2,3,10.0
Q fever,2016,May,4,5,26.0
Q fever,2016,Nov.,10,11,7.0
Q fever,2016,Oct.,9,10,16.0
Q fever,2016,Sept.,8,9,12.0
Q fever,2017,Apr.,15,4,28.0
Q fever,2017,Aug.,19,8,17.0
Q fever,2017,Dec.,23,12,17.0
Q fever,2017,Feb.,13,2,8.0
Q fever,2017,Jan.,12,1,9.0
Q fever,2017,July,18,7,25.0
Q fever,2017,June,17,6,17.0
Q fever,2017,Mar.,14,3,12.0
Q fever,2017,May,16,5,23.0
Q fever,2017,Nov.,22,11,16.0
Q fever,2017,Oct.,21,10,11.0
Q fever,2017,Sept.,20,9,10.0
Q fever,2018,Apr.,27,4,26.0
Q fever,2018,Aug.,31,8,20.0
Q fever,2018,Dec.,35,12,20.0
Q fever,2018,Feb.,25,2,9.0
Q fever,2018,Jan.,24,1,10.0
Q fever,2018,July,30,7,16.0
Q fever,2018,June,29,6,20.0
Q fever,2018,Mar.,26,3,32.0
Q fever,2018,May,28,5,26.0
Q fever,2018,Nov.,34,11,11.0
Q fever,2018,Oct.,33,10,7.0
Q fever,2018,Sept.,32,9,18.0
Rabies,2016,Apr.,3,4,400.0
Rabies,2016,Aug.,7,8,636.0
Rabies,2016,Dec.,11,12,167.0
Rabies,2016,Feb.,1,2,315.0
Rabies,2016,Jan.,0,1,233.0
Rabies,2016,July,6,7,404.0
Rabies,2016,June,5,6,504.0
Rabies,2016,Mar.,2,3,414.0
Rabies,2016,May,4,5,455.0
Rabies,2016,Nov.,10,11,217.0
Rabies,2016,Oct.,9,10,374.0
Rabies,2016,Sept.,8,9,485.0
Rabies,2017,Apr.,15,4,365.0
Rabies,2017,Aug.,19,8,593.0
Rabies,2017,Dec.,23,12,180.0
Rabies,2017,Feb.,13,2,201.0
Rabies,2017,Jan.,12,1,208.0
Rabies,2017,July,18,7,440.0
Rabies,2017,June,17,6,397.0
Rabies,2017,Mar.,14,3,386.0
Rabies,2017,May,16,5,448.0
Rabies,2017,Nov.,22,11,259.0
Rabies,2017,Oct.,21,10,408.0
Rabies,2017,Sept.,20,9,535.0
Rabies,2018,Apr.,27,4,445.0
Rabies,2018,Aug.,31,8,728.0
Rabies,2018,Dec.,35,12,215.0
Rabies,2018,Feb.,25,2,225.0
Rabies,2018,Jan.,24,1,214.0
Rabies,2018,July,30,7,543.0
Rabies,2018,June,29,6,418.0
Rabies,2018,Mar.,26,3,405.0
Rabies,2018,May,28,5,483.0
Rabies,2018,Nov.,34,11,277.0
Rabies,2018,Oct.,33,10,467.0
Rabies,2018,Sept.,32,9,567.0
Rubella,2016,Apr.,3,4,0.0
Rubella,2016,Aug.,7,8,0.0
Rubella,2016,Dec.,11,12,0.0
Rubella,2016,Feb.,1,2,0.0
Rubella,2016,Jan.,0,1,1.0
Rubella,2016,July,6,7,0.0
Rubella,2016,June,5,6,0.0
Rubella,2016,Mar.,2,3,0.0
Rubella,2016,May,4,5,0.0
Rubella,2016,Nov.,10,11,0.0
Rubella,2016,Oct.,9,10,0.0
Rubella,2016,Sept.,8,9,0.0
Rubella,2017,Apr.,15,4,2.0
Rubella,2017,Aug.,19,8,0.0
Rubella,2017,Dec.,23,12,2.0
Rubella,2017,Feb.,13,2,0.0
Rubella,2017,Jan.,12,1,0.0
Rubella,2017,July,18,7,1.0
Rubella,2017,June,17,6,0.0
Rubella,2017,Mar.,14,3,1.0
Rubella,2017,May,16,5,0.0
Rubella,2017,Nov.,22,11,0.0
Rubella,2017,Oct.,21,10,1.0
Rubella,2017,Sept.,20,9,0.0
Rubella,2018,Apr.,27,4,0.0
Rubella,2018,Aug.,31,8,0.0
Rubella,2018,Dec.,35,12,0.0
Rubella,2018,Feb.,25,2,0.0
Rubella,2018,Jan.,24,1,0.0
Rubella,2018,July,30,7,0.0
Rubella,2018,June,29,6,0.0
Rubella,2018,Mar.,26,3,1.0
Rubella,2018,May,28,5,1.0
Rubella,2018,Nov.,34,11,0.0
Rubella,2018,Oct.,33,10,2.0
Rubella,2018,Sept.,32,9,0.0
Rubella syndrome,2016,Apr.,3,4,0.0
Rubella syndrome,2016,Aug.,7,8,0.0
Rubella syndrome,2016,Dec.,11,12,0.0
Rubella syndrome,2016,Feb.,1,2,0.0
Rubella syndrome,2016,Jan.,0,1,0.0
Rubella syndrome,2016,July,6,7,0.0
Rubella syndrome,2016,June,5,6,0.0
Rubella syndrome,2016,Mar.,2,3,0.0
Rubella syndrome,2016,May,4,5,0.0
Rubella syndrome,2016,Nov.,10,11,2.0
Rubella syndrome,2016,Oct.,9,10,0.0
Rubella syndrome,2016,Sept.,8,9,0.0
Rubella syndrome,2017,Apr.,15,4,0.0
Rubella syndrome,2017,Aug.,19,8,0.0
Rubella syndrome,2017,Dec.,23,12,2.0
Rubella syndrome,2017,Feb.,13,2,2.0
Rubella syndrome,2017,Jan.,12,1,0.0
Rubella syndrome,2017,July,18,7,0.0
Rubella syndrome,2017,June,17,6,0.0
Rubella syndrome,2017,Mar.,14,3,1.0
Rubella syndrome,2017,May,16,5,0.0
Rubella syndrome,2017,Nov.,22,11,0.0
Rubella syndrome,2017,Oct.,21,10,0.0
Rubella syndrome,2017,Sept.,20,9,0.0
Rubella syndrome,2018,Apr.,27,4,0.0
Rubella syndrome,2018,Aug.,31,8,0.0
Rubella syndrome,2018,Dec.,35,12,0.0
Rubella syndrome,2018,Feb.,25,2,0.0
Rubella syndrome,2018,Jan.,24,1,0.0
Rubella syndrome,2018,July,30,7,0.0
Rubella syndrome,2018,June,29,6,0.0
Rubella syndrome,2018,Mar.,26,3,0.0
Rubella syndrome,2018,May,28,5,0.0
Rubella syndrome,2018,Nov.,34,11,0.0
Rubella syndrome,2018,Oct.,33,10,0.0
Rubella syndrome,2018,Sept.,32,9,0.0
Sabia virus,2016,Apr.,3,4,0.0
Sabia virus,2016,Aug.,7,8,0.0
Sabia virus,2016,Dec.,11,12,0.0
Sabia virus,2016,Feb.,1,2,0.0
Sabia virus,2016,Jan.,0,1,0.0
Sabia virus,2016,July,6,7,0.0
Sabia virus,2016,June,5,6,0.0
Sabia virus,2016,Mar.,2,3,0.0
Sabia virus,2016,May,4,5,0.0
Sabia virus,2016,Nov.,10,11,0.0
Sabia virus,2016,Oct.,9,10,0.0
Sabia virus,2016,Sept.,8,9,0.0
Sabia virus,2017,Apr.,15,4,0.0
Sabia virus,2017,Aug.,19,8,0.0
Sabia virus,2017,Dec.,23,12,0.0
Sabia virus,2017,Feb.,13,2,0.0
Sabia virus,2017,Jan.,12,1,0.0
Sabia virus,2017,July,18,7,0.0
Sabia virus,2017,June,17,6,0.0
Sabia virus,2017,Mar.,14,3,0.0
Sabia virus,2017,May,16,5,0.0
Sabia virus,2017,Nov.,22,11,0.0
Sabia virus,2017,Oct.,21,10,0.0
Sabia virus,2017,Sept.,20,9,0.0
Sabia virus,2018,Apr.,27,4,0.0
Sabia virus,2018,Aug.,31,8,0.0
Sabia virus,2018,Dec.,35,12,0.0
Sabia virus,2018,Feb.,25,2,0.0
Sabia virus,2018,Jan.,24,1,0.0
Sabia virus,2018,July,30,7,0.0
Sabia virus,2018,June,29,6,0.0
Sabia virus,2018,Mar.,26,3,0.0
Sabia virus,2018,May,28,5,0.0
Sabia virus,2018,Nov.,34,11,0.0
Sabia virus,2018,Oct.,33,10,0.0
Sabia virus,2018,Sept.,32,9,0.0
Salmonellosis,2016,Apr.,3,4,3786.0
Salmonellosis,2016,Aug.,7,8,6544.0
Salmonellosis,2016,Dec.,11,12,5058.0
Salmonellosis,2016,Feb.,1,2,2077.0
Salmonellosis,2016,Jan.,0,1,2415.0
Salmonellosis,2016,July,6,7,7317.0
Salmonellosis,2016,June,5,6,4469.0
Salmonellosis,2016,Mar.,2,3,2221.0
Salmonellosis,2016,May,4,5,3513.0
Salmonellosis,2016,Nov.,10,11,3687.0
Salmonellosis,2016,Oct.,9,10,6495.0
Salmonellosis,2016,Sept.,8,9,6268.0
Salmonellosis,2017,Apr.,15,4,4066.0
Salmonellosis,2017,Aug.,19,8,6464.0
Salmonellosis,2017,Dec.,23,12,5073.0
Salmonellosis,2017,Feb.,13,2,2185.0
Salmonellosis,2017,Jan.,12,1,2148.0
Salmonellosis,2017,July,18,7,7488.0
Salmonellosis,2017,June,17,6,4763.0
Salmonellosis,2017,Mar.,14,3,2406.0
Salmonellosis,2017,May,16,5,3810.0
Salmonellosis,2017,Nov.,22,11,3813.0
Salmonellosis,2017,Oct.,21,10,5143.0
Salmonellosis,2017,Sept.,20,9,6926.0
Salmonellosis,2018,Apr.,27,4,3014.0
Salmonellosis,2018,Aug.,31,8,7345.0
Salmonellosis,2018,Dec.,35,12,5918.0
Salmonellosis,2018,Feb.,25,2,2489.0
Salmonellosis,2018,Jan.,24,1,2112.0
Salmonellosis,2018,July,30,7,6813.0
Salmonellosis,2018,June,29,6,6710.0
Salmonellosis,2018,Mar.,26,3,3227.0
Salmonellosis,2018,May,28,5,3783.0
Salmonellosis,2018,Nov.,34,11,4264.0
Salmonellosis,2018,Oct.,33,10,6091.0
Salmonellosis,2018,Sept.,32,9,9233.0
Severe acute respiratory syndrome-associated coronavirus,2016,Apr.,3,4,0.0
Severe acute respiratory syndrome-associated coronavirus,2016,Aug.,7,8,0.0
Severe acute respiratory syndrome-associated coronavirus,2016,Dec.,11,12,0.0
Severe acute respiratory syndrome-associated coronavirus,2016,Feb.,1,2,0.0
Severe acute respiratory syndrome-associated coronavirus,2016,Jan.,0,1,0.0
Severe acute respiratory syndrome-associated coronavirus,2016,July,6,7,0.0
Severe acute respiratory syndrome-associated coronavirus,2016,June,5,6,0.0
Severe acute respiratory syndrome-associated coronavirus,2016,Mar.,2,3,0.0
Severe acute respiratory syndrome-associated coronavirus,2016,May,4,5,0.0
Severe acute respiratory syndrome-associated coronavirus,2016,Nov.,10,11,0.0
Severe acute respiratory syndrome-associated coronavirus,2016,Oct.,9,10,0.0
Severe acute respiratory syndrome-associated coronavirus,2016,Sept.,8,9,0.0
Severe acute respiratory syndrome-associated coronavirus,2017,Apr.,15,4,0.0
Severe acute respiratory syndrome-associated coronavirus,2017,Aug.,19,8,0.0
Severe acute respiratory syndrome-associated coronavirus,2017,Dec.,23,12,0.0
Severe acute respiratory syndrome-associated coronavirus,2017,Feb.,13,2,0.0
Severe acute respiratory syndrome-associated coronavirus,2017,Jan.,12,1,0.0
Severe acute respiratory syndrome-associated coronavirus,2017,July,18,7,0.0
Severe acute respiratory syndrome-associated coronavirus,2017,June,17,6,0.0
Severe acute respiratory syndrome-associated coronavirus,2017,Mar.,14,3,0.0
Severe acute respiratory syndrome-associated coronavirus,2017,May,16,5,0.0
Severe acute respiratory syndrome-associated coronavirus,2017,Nov.,22,11,0.0
Severe acute respiratory syndrome-associated coronavirus,2017,Oct.,21,10,0.0
Severe acute respiratory syndrome-associated coronavirus,2017,Sept.,20,9,0.0
Severe acute respiratory syndrome-associated coronavirus,2018,Apr.,27,4,0.0
Severe acute respiratory syndrome-associated coronavirus,2018,Aug.,31,8,0.0
Severe acute respiratory syndrome-associated coronavirus,2018,Dec.,35,12,0.0
Severe acute respiratory syndrome-associated coronavirus,2018,Feb.,25,2,0.0
Severe acute respiratory syndrome-associated coronavirus,2018,Jan.,24,1,0.0
Severe acute respiratory syndrome-associated coronavirus,2018,July,30,7,0.0
Severe acute respiratory syndrome-associated coronavirus,2018,June,29,6,0.0
Severe acute respiratory syndrome-associated coronavirus,2018,Mar.,26,3,0.0
Severe acute respiratory syndrome-associated coronavirus,2018,May,28,5,0.0
Severe acute respiratory syndrome-associated coronavirus,2018,Nov.,34,11,0.0
Severe acute respiratory syndrome-associated coronavirus,2018,Oct.,33,10,0.0
Severe acute respiratory syndrome-associated coronavirus,2018,Sept.,32,9,0.0
Shiga toxin-producing Escherichia coli,2016,Apr.,3,4,573.0
Shiga toxin-producing Escherichia coli,2016,Aug.,7,8,948.0
Shiga toxin-producing Escherichia coli,2016,Dec.,11,12,934.0
Shiga toxin-producing Escherichia coli,2016,Feb.,1,2,271.0
Shiga toxin-producing Escherichia coli,2016,Jan.,0,1,329.0
Shiga toxin-producing Escherichia coli,2016,July,6,7,1233.0
Shiga toxin-producing Escherichia coli,2016,June,5,6,770.0
Shiga toxin-producing Escherichia coli,2016,Mar.,2,3,395.0
Shiga toxin-producing Escherichia coli,2016,May,4,5,521.0
Shiga toxin-producing Escherichia coli,2016,Nov.,10,11,571.0
Shiga toxin-producing Escherichia coli,2016,Oct.,9,10,842.0
Shiga toxin-producing Escherichia coli,2016,Sept.,8,9,782.0
Shiga toxin-producing Escherichia coli,2017,Apr.,15,4,739.0
Shiga toxin-producing Escherichia coli,2017,Aug.,19,8,1014.0
Shiga toxin-producing Escherichia coli,2017,Dec.,23,12,997.0
Shiga toxin-producing Escherichia coli,2017,Feb.,13,2,342.0
Shiga toxin-producing Escherichia coli,2017,Jan.,12,1,313.0
Shiga toxin-producing Escherichia coli,2017,July,18,7,1128.0
Shiga toxin-producing Escherichia coli,2017,June,17,6,775.0
Shiga toxin-producing Escherichia coli,2017,Mar.,14,3,358.0
Shiga toxin-producing Escherichia coli,2017,May,16,5,617.0
Shiga toxin-producing Escherichia coli,2017,Nov.,22,11,606.0
Shiga toxin-producing Escherichia coli,2017,Oct.,21,10,755.0
Shiga toxin-producing Escherichia coli,2017,Sept.,20,9,1028.0
Shiga toxin-producing Escherichia coli,2018,Apr.,27,4,1172.0
Shiga toxin-producing Escherichia coli,2018,Aug.,31,8,1867.0
Shiga toxin-producing Escherichia coli,2018,Dec.,35,12,1740.0
Shiga toxin-producing Escherichia coli,2018,Feb.,25,2,574.0
Shiga toxin-producing Escherichia coli,2018,Jan.,24,1,553.0
Shiga toxin-producing Escherichia coli,2018,July,30,7,1887.0
Shiga toxin-producing Escherichia coli,2018,June,29,6,2164.0
Shiga toxin-producing Escherichia coli,2018,Mar.,26,3,975.0
Shiga toxin-producing Escherichia coli,2018,May,28,5,1184.0
Shiga toxin-producing Escherichia coli,2018,Nov.,34,11,917.0
Shiga toxin-producing Escherichia coli,2018,Oct.,33,10,1219.0
Shiga toxin-producing Escherichia coli,2018,Sept.,32,9,1744.0
Shigellosis,2016,Apr.,3,4,2027.0
Shigellosis,2016,Aug.,7,8,1650.0
Shigellosis,2016,Dec.,11,12,1922.0
Shigellosis,2016,Feb.,1,2,1640.0
Shigellosis,2016,Jan.,0,1,1699.0
Shigellosis,2016,July,6,7,2106.0
Shigellosis,2016,June,5,6,1825.0
Shigellosis,2016,Mar.,2,3,1663.0
Shigellosis,2016,May,4,5,1801.0
Shigellosis,2016,Nov.,10,11,1349.0
Shigellosis,2016,Oct.,9,10,1949.0
Shigellosis,2016,Sept.,8,9,1466.0
Shigellosis,2017,Apr.,15,4,1210.0
Shigellosis,2017,Aug.,19,8,1348.0
Shigellosis,2017,Dec.,23,12,1676.0
Shigellosis,2017,Feb.,13,2,1054.0
Shigellosis,2017,Jan.,12,1,989.0
Shigellosis,2017,July,18,7,1511.0
Shigellosis,2017,June,17,6,1201.0
Shigellosis,2017,Mar.,14,3,946.0
Shigellosis,2017,May,16,5,1132.0
Shigellosis,2017,Nov.,22,11,1108.0
Shigellosis,2017,Oct.,21,10,1203.0
Shigellosis,2017,Sept.,20,9,1534.0
Shigellosis,2018,Apr.,27,4,1013.0
Shigellosis,2018,Aug.,31,8,1643.0
Shigellosis,2018,Dec.,35,12,2046.0
Shigellosis,2018,Feb.,25,2,796.0
Shigellosis,2018,Jan.,24,1,855.0
Shigellosis,2018,July,30,7,1503.0
Shigellosis,2018,June,29,6,1588.0
Shigellosis,2018,Mar.,26,3,1279.0
Shigellosis,2018,May,28,5,1123.0
Shigellosis,2018,Nov.,34,11,1403.0
Shigellosis,2018,Oct.,33,10,1365.0
Shigellosis,2018,Sept.,32,9,1719.0
Smallpox,2016,Apr.,3,4,0.0
Smallpox,2016,Aug.,7,8,0.0
Smallpox,2016,Dec.,11,12,0.0
Smallpox,2016,Feb.,1,2,0.0
Smallpox,2016,Jan.,0,1,0.0
Smallpox,2016,July,6,7,0.0
Smallpox,2016,June,5,6,0.0
Smallpox,2016,Mar.,2,3,0.0
Smallpox,2016,May,4,5,0.0
Smallpox,2016,Nov.,10,11,0.0
Smallpox,2016,Oct.,9,10,0.0
Smallpox,2016,Sept.,8,9,0.0
Smallpox,2017,Apr.,15,4,0.0
Smallpox,2017,Aug.,19,8,0.0
Smallpox,2017,Dec.,23,12,0.0
Smallpox,2017,Feb.,13,2,0.0
Smallpox,2017,Jan.,12,1,0.0
Smallpox,2017,July,18,7,0.0
Smallpox,2017,June,17,6,0.0
Smallpox,2017,Mar.,14,3,0.0
Smallpox,2017,May,16,5,0.0
Smallpox,2017,Nov.,22,11,0.0
Smallpox,2017,Oct.,21,10,0.0
Smallpox,2017,Sept.,20,9,0.0
Smallpox,2018,Apr.,27,4,0.0
Smallpox,2018,Aug.,31,8,0.0
Smallpox,2018,Dec.,35,12,0.0
Smallpox,2018,Feb.,25,2,0.0
Smallpox,2018,Jan.,24,1,0.0
Smallpox,2018,July,30,7,0.0
Smallpox,2018,June,29,6,0.0
Smallpox,2018,Mar.,26,3,0.0
Smallpox,2018,May,28,5,0.0
Smallpox,2018,Nov.,34,11,0.0
Smallpox,2018,Oct.,33,10,0.0
Smallpox,2018,Sept.,32,9,0.0
Spotted fever rickettsiosis,2016,Apr.,3,4,224.0
Spotted fever rickettsiosis,2016,Aug.,7,8,641.0
Spotted fever rickettsiosis,2016,Dec.,11,12,302.0
Spotted fever rickettsiosis,2016,Feb.,1,2,47.0
Spotted fever rickettsiosis,2016,Jan.,0,1,30.0
Spotted fever rickettsiosis,2016,July,6,7,864.0
Spotted fever rickettsiosis,2016,June,5,6,610.0
Spotted fever rickettsiosis,2016,Mar.,2,3,82.0
Spotted fever rickettsiosis,2016,May,4,5,408.0
Spotted fever rickettsiosis,2016,Nov.,10,11,174.0
Spotted fever rickettsiosis,2016,Oct.,9,10,388.0
Spotted fever rickettsiosis,2016,Sept.,8,9,499.0
Spotted fever rickettsiosis,2017,Apr.,15,4,353.0
Spotted fever rickettsiosis,2017,Aug.,19,8,929.0
Spotted fever rickettsiosis,2017,Dec.,23,12,434.0
Spotted fever rickettsiosis,2017,Feb.,13,2,64.0
Spotted fever rickettsiosis,2017,Jan.,12,1,43.0
Spotted fever rickettsiosis,2017,July,18,7,1364.0
Spotted fever rickettsiosis,2017,June,17,6,1062.0
